Track Name,Artist Name(s),Album Name,Album Artist Name(s),Track Duration (ms),Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,simplified_genre
Trust Me,I'm Talking,Bear Witness (Collectors Edition),I'm Talking,231008,0.689,0.947,-3.821,0.0496,0.191,5.69e-5,0.229,0.932,123.628,australian
Don't Let The Rain Come Down (Crooked Little Man),The Serendipity Singers,Essential Folk Masters,The Serendipity Singers,164733,0.787,0.426,-12.589,0.187,0.772,0,0.101,0.67,128.914,folk
Anything for You,"Gloria Estefan, Miami Sound Machine",Anything For You,"Gloria Estefan, Miami Sound Machine",226400,0.598,0.402,-13.12,0.0335,0.635,0,0.067,0.27,143.806,new
Talk Like That,The Presets,Apocalypso (International),The Presets,220906,0.57,0.941,-3.466,0.0316,0.0013,6.05e-5,0.225,0.854,135.015,disco
Believer,Guy Sebastian,T. R. U. T. H.,Guy Sebastian,225493,0.376,0.505,-5.534,0.0353,0.296,0,0.0846,0.299,177.794,australian
Never Be the Same,Jessica Mauboy,Beautiful,Jessica Mauboy,232880,0.456,0.95,-4.249,0.137,0.03,0,0.0859,0.361,78.458,australian
Open Your Mind,U.S.U.R.A.,Open Your Mind,U.S.U.R.A.,316989,0.756,0.765,-10.583,0.0449,0.0184,0.681,0.283,0.52,130.842,rap
She's The One,Robbie Williams,I've Been Expecting You,Robbie Williams,258026,0.243,0.609,-8.451,0.0323,0.663,1.13e-5,0.221,0.333,166.668,disco
My Girl Bill,Cash Backman,Good Old Aussie Country,Various Artists,211680,0.692,0.445,-13.567,0.0383,0.825,0,0.0582,0.781,120.543,acid
The Buzz (feat. Mataya & Young Tapz),"Hermitude, Mataya, TAPZ GALLANTINO",Tunesdays,The Dolan Twins,221857,0.667,0.579,-6.702,0.346,0.325,0.00209,0.123,0.464,140.88,australian
Somebody,"Natalie La Rose, Jeremih",Somebody,Natalie La Rose,189906,0.845,0.534,-8.722,0.0385,0.00108,1.18e-5,0.0689,0.726,104.972,rap
Gimme Gimme - Original,Whigfield,Gimme Gimme - Single,Whigfield,224626,0.725,0.749,-8.568,0.0332,0.00455,0.377,0.189,0.851,130.028,house
Whip It! (feat. Chloe Angelides),"LunchMoney Lewis, Chloe Angelides",Whip It! (feat. Chloe Angelides),LunchMoney Lewis,242973,0.739,0.78,-3.942,0.143,0.345,0,0.0973,0.79,131.04,rap
Promises,NERO,Welcome Reality,NERO,257386,0.484,0.943,-4.364,0.0647,3.77e-5,0.00452,0.593,0.345,143.933,house
Another Chance,Roger Sanchez,First Contact,Roger Sanchez,452906,0.61,0.82,-10.029,0.0312,2.11e-4,0.146,0.138,0.45,127.993,house
My Delirium,Ladyhawke,Ladyhawke (Deluxe Edition),Ladyhawke,254480,0.456,0.802,-4.025,0.0477,6.97e-4,9.34e-4,0.474,0.461,150.029,disco
Escapee,Architecture In Helsinki,Moment Bends,Architecture In Helsinki,177709,0.673,0.738,-4.466,0.0282,0.0416,0,0.132,0.671,110.962,disco
Born to Try,Delta Goodrem,Innocent Eyes,Delta Goodrem,251280,0.542,0.589,-6.813,0.0284,0.246,0,0.188,0.336,133.838,australian
Let's Kiss (Like Angels Do),Wendy Matthews,Emigre,Wendy Matthews,209466,0.675,0.87,-10.645,0.0453,0.0179,4.65e-4,0.267,0.669,117.973,australian
Mr. Big Stuff,Jean Knight,Mr. Big Stuff,Jean Knight,164560,0.886,0.491,-12.589,0.171,0.29,2.46e-6,0.229,0.971,93.236,soul
Without Me,Eminem,Curtain Call (Deluxe),Eminem,291213,0.919,0.657,-2.823,0.0907,0.00293,0,0.356,0.659,112.23,rap
I've Got To Go Now,Toni Childs,The Best Of Toni Childs,Toni Childs,386906,0.646,0.504,-12.572,0.0264,0.15,1.08e-4,0.193,0.396,101.95,acid
Kiss Somebody,Morgan Evans,Kiss Somebody,Morgan Evans,212445,0.492,0.681,-7.038,0.075,0.143,0,0.199,0.511,178.01,folk
Funky Cold Medina,Tone-Loc,Loc-ed After Dark (Expanded Edition),Tone-Loc,248160,0.984,0.781,-9.622,0.0911,0.0834,1.54e-6,0.0645,0.924,117.476,rap
Dance With Me,112,Part III,112,231800,0.912,0.511,-6.365,0.203,0.0259,0,0.0442,0.611,101.628,soul
Would I Lie To You?,Charles & Eddie,Playlist: 90s Pop,Various Artists,204386,0.737,0.647,-7.076,0.0368,0.389,0,0.201,0.71,101.098,soul
Ready to Fly,Amy Pearson,Who I Am,Amy Pearson,271760,0.392,0.483,-5.847,0.03,0.386,1.18e-6,0.0838,0.231,71.117,acid
Mustang Sally,"The Commitments, Andrew Strong",The Commitments,The Commitments,241866,0.744,0.735,-10.766,0.0587,0.011,0,0.0564,0.891,115.062,acid
Man! I Feel Like A Woman!,Shania Twain,Come On Over,Shania Twain,233000,0.675,0.888,-3.018,0.0439,0.642,0,0.36,0.74,124.961,folk
Looking Through Patient Eyes,P.M. Dawn,Recollection,P.M. Dawn,249666,0.786,0.372,-17.765,0.0536,0.19,5.9e-6,0.129,0.685,102.237,soul
I Like It Like That,Chris Kenner,Full Metal Jacket (Original Motion Picture Soundtrack),Various Artists,117600,0.59,0.568,-11.295,0.0805,0.832,0,0.272,0.777,144.572,new
Just When I Needed You Most,Randy VanWarmer,Warmer,Randy VanWarmer,241746,0.583,0.313,-14.36,0.0256,0.615,0,0.121,0.346,96.717,acid
"How Come, How Long (feat. Stevie Wonder)","Babyface, Stevie Wonder",The Day,Babyface,315093,0.636,0.555,-8.121,0.0264,0.0141,3e-6,0.0966,0.289,80.912,soul
Islands In The Stream,"Kenny Rogers, Dolly Parton",A Love Song Collection,Kenny Rogers,249880,0.589,0.641,-5.533,0.0313,0.427,0,0.0558,0.795,204.003,folk
Faded,Alan Walker,Faded,Alan Walker,212626,0.589,0.651,-5.097,0.0306,0.0291,3.2e-6,0.111,0.166,90.011,house
Skin,Rag'n'Bone Man,Human (Deluxe),Rag'n'Bone Man,239626,0.564,0.745,-7.733,0.31,0.265,0,0.147,0.351,170.661,soul
Whatta Man,"Salt-N-Pepa, En Vogue",Very Necessary,Salt-N-Pepa,308360,0.753,0.545,-10.685,0.21,0.162,4.7e-5,0.241,0.917,173.227,rap
Stone,Cyrus Villanueva,Cyrus,Cyrus Villanueva,212155,0.61,0.659,-3.972,0.0295,0.0242,0,0.0664,0.345,97.001,australian
Always,"Waze & Odyssey, George Michael, Mary J. Blige, Tommy Theo",Always,"Waze & Odyssey, George Michael, Mary J. Blige",186300,0.7,0.914,-6.43,0.106,0.0109,0.00296,0.0849,0.913,125.07,house
Ooh Aah (Just A Little Bit) - Remastered,Gina G,"Amazing Beach Party, Vol. 1",Various Artists,200399,0.611,0.918,-7.6,0.0334,0.28,0.0153,0.0471,0.883,131.023,rap
High On Me,Guy Sebastian,High On Me,Guy Sebastian,197988,0.77,0.7,-3.211,0.065,0.0149,0,0.0577,0.707,110.062,australian
All Stars,"Martin Solveig, ALMA",All Stars,Martin Solveig,170322,0.775,0.722,-3.502,0.0463,0.151,7.24e-4,0.058,0.649,124.037,house
1 Thing,Amerie,Touch,Amerie,238760,0.612,0.961,-3.078,0.333,0.107,4.17e-5,0.0413,0.867,129.873,soul
Signs,"Snoop Dogg, Charlie Wilson, Justin Timberlake",Signs,Snoop Dogg,236813,0.94,0.713,-5.308,0.127,0.0319,7.6e-4,0.325,0.666,112.955,rap
Mo Money Mo Problems,"The Notorious B.I.G., Mase, Diddy",RnB Fridays,Various Artists,253000,0.778,0.808,-8.27,0.085,0.0353,0,0.276,0.853,104.496,rap
Humpin' Around - Radio Edit,Bobby Brown,'90s Soul Number 1's,Various Artists,322000,0.746,0.804,-7.167,0.0424,0.00618,0.02,0.0536,0.662,110.07,soul
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,8 Mile (Music From And Inspired By The Motion Picture),Various Artists,321960,0.7,0.738,-4.697,0.265,0.00491,1.1e-5,0.35,0.0588,171.404,rap
On the Road Again,Willie Nelson,Willie Nelson The Collection,Willie Nelson,154360,0.714,0.658,-11.342,0.0375,0.654,0.0914,0.778,0.85,110.97,folk
Picture Frames,Georgia Fair,Georgia Fair,Georgia Fair,178853,0.614,0.704,-5.459,0.0287,0.489,9.08e-4,0.113,0.6,102.437,folk
The Itch,Vitamin C,More,Vitamin C,208733,0.694,0.947,-3.91,0.0546,0.00621,0.0395,0.133,0.518,105.019,acid
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",Grateful,DJ Khaled,288600,0.609,0.668,-4.284,0.0367,0.0552,0,0.167,0.811,80.924,rap
Love Songs Ain't for Us (feat. Keith Urban),"Amy Shark, Keith Urban",Love Songs Ain't for Us,Amy Shark,220866,0.396,0.351,-7.787,0.0655,0.591,0,0.158,0.245,182.457,folk
Throw It Away,"360, Josh Pyke",Falling & Flying (Platinum Edition),360,214146,0.765,0.632,-8.954,0.0687,0.108,0,0.0624,0.583,100.016,australian
Mickey,Toni Basil,Mickey: The Very Best Of Toni Basil,Toni Basil,253199,0.674,0.913,-5.898,0.0521,0.124,1.06e-5,0.139,0.968,148.891,acid
Knock On Wood,Amii Stewart,Greatest Hits,Amii Stewart,250520,0.689,0.805,-11.199,0.0429,0.0019,8.23e-5,0.0683,0.914,140.791,disco
Feel The Love,Cut Copy,In Ghost Colours,Cut Copy,267546,0.54,0.863,-4.422,0.0432,0.0107,0.0014,0.286,0.326,126.038,disco
Love Theme from St. Elmo's Fire - Instrumental,David Foster,David Foster,David Foster,209400,0.57,0.404,-13.761,0.0361,0.501,0.668,0.104,0.312,125.201,acid
Not Many - Remix,"Scribe, Savage, Con-Psy",The Crusader,Scribe,225960,0.79,0.886,-3.742,0.231,0.161,0,0.245,0.681,140.044,rap
Do You Wanna Be - Single Version,I'm Talking,Bear Witness (Collectors Edition),I'm Talking,250902,0.655,0.949,-5.588,0.0654,0.0327,0.723,0.161,0.619,120.009,australian
Ben - Single Version,Michael Jackson,Ben,Michael Jackson,165160,0.464,0.132,-12.935,0.0283,0.81,1.16e-5,0.0994,0.303,68.152,soul
Dance The Way I Feel,Ou Est Le Swimming Pool,Dance The Way I Feel,Ou Est Le Swimming Pool,208333,0.708,0.96,-5.499,0.0418,0.00955,9.45e-6,0.0868,0.432,118.024,disco
Yours,Russell Dickerson,Yours,Russell Dickerson,221280,0.568,0.796,-5.308,0.0313,0.12,0,0.084,0.573,133.975,folk
5.7.0.5,City Boy,Young Men Gone West/Book Early,City Boy,193400,0.677,0.63,-9.735,0.0469,0.0177,3.89e-6,0.0886,0.895,124.312,acid
Lanterns,Birds Of Tokyo,March Fires,Birds Of Tokyo,262814,0.404,0.654,-7.894,0.0399,0.246,0.049,0.137,0.312,168.428,australian
You Don't Own Me (feat. G-Eazy),"SAYGRACE, G-Eazy",FMA,SAYGRACE,201493,0.332,0.635,-5.653,0.0898,0.159,2.79e-6,0.0599,0.261,186.249,rap
At Seventeen - Remastered,Janis Ian,The Essential 2.0,Janis Ian,283080,0.612,0.279,-16.625,0.0457,0.887,1.29e-4,0.115,0.351,125.139,folk
Love At First Night,Kim Hart,Love At First Night,Kim Hart,205933,0.86,0.649,-8.713,0.0685,0.174,0.00348,0.126,0.947,111.232,acid
"Let's Hear It for the Boy - From ""Footloose"" Soundtrack",Deniece Williams,Footloose (15th Anniversary Collectors' Edition),Various Artists,261893,0.783,0.573,-8.521,0.0462,0.177,8.5e-5,0.043,0.789,122.744,disco
Touch Me (Radio Edit),Rui Da Silva feat. Cassandra,Touch Me,Rui Da Silva feat. Cassandra,207066,0.435,0.95,-7.006,0.107,0.163,0.658,0.0832,0.658,129.017,acid
You Beat Me To The Punch - Stereo Version,Mary Wells,The One Who Really Loves You,Mary Wells,165333,0.747,0.395,-14.502,0.0459,0.613,0,0.198,0.961,113.515,soul
To Cut a Long Story Short - 2010 Remaster,Spandau Ballet,Journeys to Glory (Special Edition),Spandau Ballet,199693,0.577,0.893,-5.113,0.087,0.147,0.802,0.0864,0.86,142.424,new
Axel F,Crazy Frog,Crazy Frog pres. Crazy Hits,Crazy Frog,168879,0.86,0.907,-3.321,0.0407,0.279,0.693,0.0648,0.786,138.045,acid
What Is Truth,Johnny Cash,The Legend,Johnny Cash,157666,0.681,0.385,-12.568,0.118,0.383,0.171,0.277,0.628,86.137,folk
Come On Come On,Little Birdy,Hollywood,Little Birdy,232866,0.619,0.568,-4.02,0.026,0.00712,0,0.233,0.425,100.002,australian
All Stars,Grafton Primary,Eon,Grafton Primary,263960,0.564,0.793,-3.604,0.0632,0.00322,3.14e-6,0.346,0.659,133.014,disco
Life Goes On,LeAnn Rimes,Greatest Hits,LeAnn Rimes,213360,0.558,0.851,-4.561,0.106,0.174,0,0.553,0.85,191.964,folk
Every Time You Cry (with Human Nature) - Remastered,"Human Nature, John Farnham",Here And Now - The Best Of Human Nature,Human Nature,286560,0.347,0.784,-4.202,0.0427,0.032,0,0.146,0.494,199.888,australian
Things That Make You Go Hmmm,"C & C Music Factory, Freedom Williams",RnB Fridays,Various Artists,325120,0.808,0.931,-7.462,0.053,0.117,1.51e-4,0.356,0.97,113.331,house
Gold,Spandau Ballet,Spandau Ballet ''The Story'' The Very Best of (Deluxe),Spandau Ballet,231480,0.711,0.74,-7.776,0.036,0.261,0.0114,0.104,0.638,143.047,new
Don't Be Stupid (You Know I Love You),Shania Twain,Come On Over,Shania Twain,213693,0.736,0.721,-4.748,0.0319,0.39,0,0.653,0.921,122.002,folk
Freefall,"POOLCLVB, DOOLIE",Freefall,"POOLCLVB, DOOLIE",213054,0.847,0.739,-5.503,0.07,0.213,1.57e-5,0.134,0.465,118.052,australian
Set It Off,Timomatic,Timomatic,Timomatic,198733,0.691,0.889,-2.25,0.0558,0.0012,0,0.166,0.868,123.972,australian
Stayin' Alive,"N-Trance, Ricardo Da Force",Stayin' Alive,N-Trance,245906,0.805,0.863,-7.853,0.0771,0.0515,4.27e-4,0.98,0.826,106.787,rap
Leave Me Lonely,Hilltop Hoods,Leave Me Lonely,Hilltop Hoods,194560,0.764,0.868,-5.827,0.0505,0.279,0,0.175,0.754,131.031,rap
Twisted - Single Version; 2007 Remaster,Keith Sweat,The Best of Keith Sweat: Make You Sweat,Keith Sweat,253773,0.69,0.505,-9.503,0.0355,0.347,0,0.269,0.793,87.889,soul
Body II Body,Samantha Mumba,Gotta Tell You,Samantha Mumba,239400,0.87,0.914,-5.624,0.04,0.0358,0,0.0355,0.964,120.494,disco
I Love It (& Lil Pump),"Kanye West, Lil Pump",I Love It,"Kanye West, Lil Pump",127946,0.901,0.522,-8.304,0.33,0.0114,0,0.259,0.329,104.053,rap
Into You (feat. Tamia),"Fabolous, Tamia",Street Dreams (Bonus Track),Fabolous,295773,0.546,0.538,-7.886,0.0523,0.233,0,0.118,0.58,182.12,rap
Being With You - Single Version,Smokey Robinson,Love Songs,Smokey Robinson,241946,0.636,0.522,-7.345,0.026,0.702,0,0.0976,0.566,108.743,soul
Ignition - Remix,R. Kelly,Pure... 2000s Party,Various Artists,187613,0.776,0.487,-7.931,0.0505,0.0597,0,0.081,0.83,133.071,acid
500 Miles Away from Home,Bobby Bare,Super Hits,Bobby Bare,162506,0.519,0.374,-13.115,0.0314,0.659,6.88e-6,0.644,0.521,109.253,folk
All The Pretty Girls,Vera Blue,All The Pretty Girls,Vera Blue,202628,0.708,0.591,-5.825,0.0348,0.415,0,0.117,0.618,120.976,australian
Free (feat. Emeli Sandé & Nas),"Rudimental, Emeli Sandé, Nas",Free (feat. Emeli Sandé),Rudimental,270883,0.642,0.496,-10.922,0.0851,0.122,0.00789,0.113,0.157,110.003,rap
Let You Down,NF,Perception,NF,212120,0.662,0.714,-5.68,0.121,0.312,0,0.179,0.464,147.997,rap
Blame (feat. John Newman),"Calvin Harris, John Newman",Motion,Calvin Harris,212960,0.414,0.857,-4.078,0.0808,0.0287,0.00574,0.343,0.348,128.024,house
Black Superman (Muhammad Ali),Johnny Wakelin,Black Superman (Muhammad Ali),Johnny Wakelin,223240,0.777,0.39,-15.895,0.0321,0.121,4.48e-5,0.0655,0.861,104.981,acid
Spin,Cassette Kids,Nothing On TV,Cassette Kids,217013,0.566,0.853,-3.46,0.0366,3.35e-4,1.66e-4,0.409,0.691,135.005,acid
Green Onions,Booker T. & the M.G.'s,Green Onions,Booker T. & the M.G.'s,176333,0.816,0.514,-8.741,0.0339,0.767,0.949,0.0899,0.912,136.837,soul
I'm Outta Love,Anastacia,Not That Kind,Anastacia,242773,0.761,0.717,-5.836,0.054,0.407,0,0.114,0.685,119.437,acid
Everybody's Free (To Feel Good),Rozalla,The Very Best of Rozalla,Rozalla,211733,0.588,0.929,-9.278,0.0778,0.013,7.83e-4,0.231,0.175,130.103,house
Falling,Trevor Daniel,Falling,Trevor Daniel,159381,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,rap
Up There Cazaly,"Two Man Band\, The",More Than a Game - the Footy Album,Various Artists,170800,0.269,0.851,-5.61,0.0494,0.336,0,0.309,0.519,85.22,acid
Wild Wild West (feat. Dru Hill & Kool Mo Dee) - Album Version With Intro,"Will Smith, Dru Hill, Kool Moe Dee",Willennium,Will Smith,268453,0.861,0.597,-7.221,0.162,0.0983,0,0.176,0.694,107.016,rap
Long Haired Lover From Liverpool,Jimmy Osmond,Very Best Of The Osmonds,The Osmonds,132533,0.763,0.674,-5.842,0.0365,0.338,2.02e-6,0.0952,0.939,131.338,acid
Hey Ya! - Radio Mix / Club Mix,Outkast,Speakerboxxx/The Love Below,Outkast,235213,0.719,0.967,-2.435,0.0552,0.0588,2.49e-4,0.206,0.964,79.505,rap
Get Along,Guy Sebastian,Armageddon,Guy Sebastian,261839,0.448,0.585,-6.005,0.0482,0.106,0,0.255,0.198,158.006,australian
Piece Of Your Heart,"MEDUZA, Goodboys",Piece Of Your Heart,"MEDUZA, Goodboys",152913,0.677,0.744,-6.806,0.0295,0.0404,1.6e-4,0.074,0.631,124.08,disco
In The Midnight Hour,The Commitments,The Commitments,The Commitments,143240,0.629,0.699,-9.575,0.0364,0.00805,8.15e-6,0.158,0.893,118.704,acid
The Lighthouse,Amity Dry,The Lighthouse,Amity Dry,279440,0.504,0.597,-6.038,0.0302,0.313,4.09e-4,0.102,0.247,125.941,acid
Say Goodbye,Chris Brown,Chris Brown,Chris Brown,289760,0.805,0.494,-6.027,0.0363,0.00164,0,0.0798,0.408,115.049,rap
I Never Liked You,Rogue Traders,Better In The Dark,Rogue Traders,209120,0.636,0.626,-5.539,0.0544,0.0171,0,0.0696,0.634,146.008,australian
With You,Chris Brown,Exclusive,Chris Brown,252160,0.659,0.696,-4.291,0.071,0.143,0,0.13,0.665,86.001,rap
Love Is In The Air,John Paul Young,Classic Hits,John Paul Young,208866,0.616,0.568,-14.255,0.0335,0.0435,2.54e-4,0.0422,0.949,122.566,disco
Lady,Kenny Rogers,Very Best Of Kenny Rogers,Kenny Rogers,234533,0.357,0.263,-13.657,0.0307,0.755,1.71e-4,0.138,0.26,135.36,folk
Pink Cadillac,Natalie Cole,Everlasting,Natalie Cole,268666,0.901,0.576,-10.314,0.0566,0.41,9.72e-5,0.0447,0.959,124.995,disco
Don't Stop (Wiggle Wiggle) - OHB Radio Edit,The Outhere Brothers,1 Polish 2 Biscuits & a Fish Sandwich,The Outhere Brothers,197573,0.855,0.984,-9.707,0.081,6.63e-4,0.533,0.286,0.891,129.954,rap
Sunny and 75,Joe Nichols,Crickets,Joe Nichols,207120,0.539,0.89,-4.422,0.0603,0.192,2.36e-6,0.102,0.243,120.048,folk
Candy Shop,"50 Cent, Olivia",The Massacre,50 Cent,209106,0.614,0.574,-7.961,0.466,0.0253,3.2e-5,0.38,0.755,125.173,rap
Making Memories Of Us,Keith Urban,Greatest Hits,Keith Urban,236000,0.687,0.454,-9.379,0.0255,0.614,1.07e-4,0.107,0.331,103.93,folk
The Island - Radio Edit [Radio Edit],Pendulum,The Island,Pendulum,219244,0.543,0.838,-2.753,0.0532,4.04e-5,3.91e-4,0.328,0.568,126.032,disco
Ring My Bell,Anita Ward,Ring My Bell,Anita Ward,491933,0.781,0.556,-13.067,0.0611,0.0661,0.0907,0.0339,0.968,125.999,disco
Hello (Let’s Go),The Potbelleez,Destination Now,The Potbelleez,207414,0.645,0.887,-3.805,0.0558,0.00321,5.3e-5,0.129,0.684,127.979,australian
The Other Woman,Ray Parker Jr.,The Other Woman (Expanded Edition),Ray Parker Jr.,247960,0.909,0.544,-11.692,0.0529,0.139,0.00614,0.457,0.962,125.918,acid
"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,The Essential Johnny Cash,Johnny Cash,226893,0.657,0.624,-7.789,0.112,0.759,0,0.966,0.89,101.898,folk
What's Love Got To Do With It,"Warren G, Adina Howard",Take A Look Over Your Shoulder (Reality),Warren G,255040,0.887,0.547,-9.474,0.264,0.205,0,0.176,0.592,96.847,rap
In Da Club,50 Cent,Get Rich Or Die Tryin',50 Cent,193466,0.899,0.713,-2.752,0.366,0.255,0,0.0708,0.777,90.051,rap
Tellin' Everybody,Human Nature,Telling Everybody,Human Nature,241760,0.701,0.683,-8.507,0.0668,0.0353,0,0.0551,0.71,93.218,australian
Pash,Kate Ceberano,True Romantic - The Best of Kate Ceberano,Kate Ceberano,262466,0.7,0.909,-4.868,0.0391,0.00155,0.0166,0.0715,0.931,135.162,australian
All Of The Lights - Album Version (Edited),Kanye West,My Beautiful Dark Twisted Fantasy,Kanye West,299600,0.547,0.794,-3.28,0.0596,0.0632,4.88e-5,0.196,0.243,142.138,rap
I Can Show You,Tim & Jean,Like What,Tim & Jean,189866,0.711,0.535,-4.057,0.0404,0.0139,0,0.259,0.778,113.038,folk
Let Me Be There,Olivia Newton-John,Hopelessly Devoted: The Hits,Olivia Newton-John,176917,0.552,0.672,-8.823,0.0376,0.26,1.04e-5,0.142,0.835,129.115,disco
Good Life (with G-Eazy & Kehlani),"G-Eazy, Kehlani",Good Life (with G-Eazy & Kehlani),"G-Eazy, Kehlani",225525,0.565,0.771,-5.22,0.213,0.00464,0,0.0568,0.573,168.385,rap
Sowing The Seeds Of Love,Tears For Fears,The Seeds Of Love (Remastered with bonus tracks),Tears For Fears,376733,0.209,0.795,-7.241,0.0443,0.0109,5.63e-5,0.355,0.682,171.975,new
Phazing (feat. Rudy),"Dirty South, Rudy",Phazing (feat. Rudy),Dirty South,164258,0.479,0.891,-7.013,0.0432,0.00121,0.0191,0.631,0.538,125.978,house
"Don't Let Me Be Misunderstood / Esmeralda Suite - 7"" Edit","Santa Esmeralda, Leroy Gomez",Don't Let Me Be Misunderstood / Esmeralda Suite,Santa Esmeralda,227070,0.6,0.819,-8.222,0.0676,0.00118,1.57e-4,0.117,0.923,118.035,acid
Heavy Cross,Gossip,Music For Men,Gossip,242773,0.793,0.688,-4.216,0.0328,0.079,0.0604,0.145,0.221,120.058,disco
Holy Moses,Meg Washington,I Believe You Liar,Meg Washington,216853,0.663,0.782,-5.74,0.0471,0.0355,5.38e-6,0.0741,0.391,99.989,folk
U R The Best Thing,D:Ream,On Vol.1,D:Ream,264840,0.578,0.869,-6.457,0.0345,0.0279,0.00159,0.121,0.639,122.685,rap
My Gun,The Rubens,The Rubens,The Rubens,190060,0.511,0.864,-4.357,0.0424,0.00322,0.00184,0.0826,0.658,200.029,folk
This Time I Know It's For Real,Young Divas,Young Divas,Young Divas,234453,0.588,0.859,-8.719,0.0411,1.9e-4,0.0224,0.452,0.854,125.013,australian
Trip,Ella Mai,Ella Mai,Ella Mai,213993,0.477,0.61,-5.628,0.144,0.225,0,0.107,0.358,79.882,rap
A Whole New World (Aladdin's Theme),"Peabo Bryson, Regina Belle, Disney",Aladdin: Special Edition Soundtrack,Various Artists,250400,0.543,0.187,-17.103,0.0358,0.623,0,0.176,0.127,107.885,soul
The Message,Grandmaster Flash & The Furious Five,The Message - EP,Grandmaster Flash & The Furious Five,193000,0.926,0.816,-7.072,0.221,0.042,0,0.114,0.777,100.757,rap
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",242096,0.586,0.616,-7.964,0.0324,0.182,0,0.0927,0.719,148.088,soul
Reet Petite,Jackie Wilson,He's So Fine,Jackie Wilson,169240,0.664,0.66,-6.526,0.13,0.447,0,0.298,0.873,84.345,soul
California Gurls,"Katy Perry, Snoop Dogg",Teenage Dream: The Complete Confection,Katy Perry,234653,0.791,0.754,-3.729,0.0569,0.00446,0,0.163,0.425,125.014,rap
Last Night,Morgan Wallen,3 Songs At A Time Sampler,Morgan Wallen,163854,0.517,0.675,-5.382,0.0357,0.459,0,0.151,0.518,203.853,folk
In Too Deep,Belinda Carlisle,This Is... 1996,Various Artists,242373,0.615,0.709,-9.505,0.0264,0.216,0,0.0667,0.713,110.812,new
Sunset,Marques Houston,Mr. Houston,Marques Houston,238786,0.818,0.373,-10.255,0.0564,0.65,0,0.379,0.89,107.009,soul
Angel,Amanda Perez,Angel,Amanda Perez,218760,0.638,0.54,-6.849,0.0473,0.506,0,0.157,0.352,143.772,rap
"Take a Letter, Maria",R.B. Greaves,R.B. Greaves,R.B. Greaves,164520,0.582,0.5,-11.647,0.0459,0.636,9.71e-6,0.134,0.971,160.414,acid
Superman,Alison MacCallum,Sizzling 70's,Various Artists,147681,0.56,0.643,-6.979,0.0291,0.386,0.329,0.127,0.178,137.122,acid
Acceptable in the 80's,Calvin Harris,I Created Disco,Calvin Harris,333680,0.787,0.808,-5.454,0.0511,0.0143,0.257,0.0466,0.942,127.99,house
Angels,Robbie Williams,Angels,Robbie Williams,265333,0.431,0.59,-6.362,0.0284,0.163,1.11e-5,0.0981,0.257,150.193,disco
How to Dance,Bingoboys,The Best Of Bingoboys,Bingoboys,227466,0.78,0.909,-11.917,0.0506,0.111,0.00924,0.156,0.726,120.188,acid
Lose Yourself,Eminem,SHADYXV,Various Artists,320626,0.689,0.735,-4.545,0.267,0.00922,7.2e-4,0.365,0.059,171.403,rap
If I Die Young,The Band Perry,If I Die Young,The Band Perry,223333,0.597,0.497,-6.373,0.0274,0.36,0,0.355,0.338,130.718,folk
Together Again,Janet Jackson,The Velvet Rope,Janet Jackson,301200,0.873,0.593,-8.942,0.103,0.078,0.00697,0.104,0.495,123.091,disco
Read My lips,Melissa Tkautz,Read My lips,Melissa Tkautz,226426,0.682,0.805,-12.864,0.0856,0.0589,6.83e-4,0.0588,0.873,120.507,australian
One,Johnny Farnham,Johnny Farnham,Johnny Farnham,169960,0.341,0.564,-6.461,0.0353,0.0155,0,0.123,0.515,128.155,acid
Doop - Sidney Berlin Ragtime Band,Doop,Circus Doop,Doop,188333,0.797,0.936,-6.172,0.0366,0.0196,0.848,0.0496,0.825,130.1,acid
Come On Over,Shania Twain,Come On Over,Shania Twain,173506,0.618,0.92,-4.529,0.0457,0.112,0,0.691,0.966,76.512,folk
No One Is To Blame,Howard Jones,Action Replay,Howard Jones,258399,0.743,0.354,-13.619,0.0285,0.683,4.55e-5,0.0621,0.8,95.123,new
Miracles (Someone Special),"Coldplay, Big Sean",Kaleidoscope EP,Coldplay,276906,0.624,0.824,-5.501,0.0445,0.0167,2.9e-4,0.138,0.366,97.012,rap
I'm Good?,Hilltop Hoods,I'm Good?,Hilltop Hoods,160186,0.901,0.761,-5.986,0.0704,0.311,0,0.065,0.96,119.984,rap
Dirrty (feat. Redman),"Christina Aguilera, Redman",Stripped,Christina Aguilera,298853,0.64,0.889,-3.073,0.322,0.107,0,0.339,0.436,99.931,rap
All We Got (feat. KIDDO),"Robin Schulz, KIDDO",All We Got (feat. KIDDO),"Robin Schulz, KIDDO",190218,0.504,0.76,-4.246,0.0426,0.286,0,0.151,0.64,183.933,house
